,Date,id,date_y,sun,moon,mercury,venus,mars,jupiter,saturn,uran,neptun,pluton,Open,High,Low,Close,Adj Close,Volume
20,1981-02-13,18672,2444649.0,324.7072281,77.54262451,332.7657881,311.5665674,335.1785765,189.7761949,189.2010879,239.9381959,264.3803501,204.2511886,0.114955,0.114955,0.11383900000000001,0.11383900000000001,0.089659,11155200.0
21,1981-02-17,18676,2444653.0,328.7454413,131.4159037,328.7016789,316.5677432,338.337126,189.5085305,189.0139998,240.0018254,264.4658143,204.2055244,0.116629,0.11718800000000001,0.116629,0.116629,0.09185700000000001,12275200.0
22,1981-02-18,18677,2444654.0,329.7538308,144.3668907,327.565755,317.8176967,339.1261491,189.4346654,188.9636613,240.0154817,264.4859519,204.1927754,0.121652,0.122768,0.121652,0.121652,0.095813,19241600.0
23,1981-02-19,18678,2444655.0,330.7617709,157.1005619,326.4407314,319.067521,339.9149111,189.3580967,188.9119423,240.0282306,264.5055869,204.1795015,0.114955,0.114955,0.114397,0.114397,0.090099,22310400.0
24,1981-02-20,18679,2444656.0,331.7692734,169.6198971,325.3535911,320.3172229,340.7034091,189.278869,188.8588706,240.0400726,264.5247179,204.1657109,0.10881700000000001,0.10881700000000001,0.108259,0.108259,0.08526399999999999,24371200.0
25,1981-02-23,18682,2444659.0,334.7892717,206.0715093,322.5368917,324.0656581,343.0672966,189.0257188,188.6918422,240.0701782,264.5790853,204.1213371,0.10993299999999999,0.110491,0.10993299999999999,0.10993299999999999,0.08658300000000001,14112000.0
26,1981-02-24,18683,2444660.0,335.7951311,217.9739361,321.7981889,325.3149282,343.8547128,188.936352,188.6336656,240.0784134,264.5961983,204.105578,0.107143,0.107143,0.106027,0.106027,0.083506,16979200.0
27,1981-02-25,18684,2444661.0,336.8005955,229.8433359,321.1753352,326.5640969,344.6418467,188.844583,188.5742906,240.0857504,264.6128041,204.0893495,0.112723,0.11328099999999999,0.112723,0.112723,0.08878,19488000.0
28,1981-02-26,18685,2444662.0,337.8056658,241.7501391,320.6723527,327.8131624,345.42869,188.7504676,188.5137482,240.0921888,264.6288996,204.0726593,0.114397,0.114955,0.114397,0.114397,0.090099,10841600.0
29,1981-02-27,18686,2444663.0,338.8103393,253.771824,320.2903754,329.0621206,346.2152324,188.6540627,188.452069,240.0977274,264.6444805,204.0555138,0.11830399999999999,0.11942,0.11830399999999999,0.11830399999999999,0.093176,14761600.0
30,1981-03-02,18689,2444666.0,341.8219052,291.3134798,319.8503933,332.8082751,348.5729197,188.3516999,188.2605121,240.1089165,264.6880768,204.0013946,0.118862,0.11942,0.118862,0.118862,0.093615,11760000.0
31,1981-03-03,18690,2444667.0,342.8248992,304.5422594,319.9254334,334.0567148,349.3581128,188.2467335,188.1945868,240.110824,264.7015351,203.9824726,0.117746,0.117746,0.11718800000000001,0.11718800000000001,0.092297,16172800.0
32,1981-03-04,18691,2444668.0,343.8274316,318.1915853,320.1025094,335.3049902,350.1429217,188.1397851,188.1276762,240.1118131,264.7144427,203.9631148,0.116629,0.116629,0.11607100000000001,0.11607100000000001,0.091418,13708800.0
33,1981-03-05,18692,2444669.0,344.8294798,332.2512578,320.3757943,336.5530849,350.9273256,188.0309253,188.0598146,240.1118815,264.7267932,203.9433262,0.11607100000000001,0.11607100000000001,0.115513,0.115513,0.090978,5376000.0
34,1981-03-06,18693,2444670.0,345.8310209,346.6692012,320.7394194,337.8009841,351.7113053,187.9202311,187.9910406,240.1110309,264.7385835,203.9231155,0.115513,0.115513,0.114397,0.114397,0.090099,11603200.0
35,1981-03-09,18696,2444673.0,348.8324008,31.00190691,322.3158744,341.5434056,354.0605476,187.5780063,187.7797002,240.1030449,264.7706229,203.8600969,0.106027,0.106027,0.10546900000000001,0.10546900000000001,0.083067,15321600.0
36,1981-03-10,18697,2444674.0,349.8317238,45.70328315,322.9857113,342.7904307,354.8426864,187.4608556,187.7077433,240.0986082,264.7802105,203.8383521,0.101004,0.101004,0.10044600000000001,0.10044600000000001,0.079111,28380800.0
37,1981-03-11,18698,2444675.0,350.8304535,60.17885832,323.7197732,344.0372198,355.6243307,187.342317,187.635108,240.0932986,264.7892568,203.8162615,0.09765599999999999,0.09765599999999999,0.09654,0.09654,0.076035,29859200.0
38,1981-03-12,18699,2444676.0,351.8285759,74.36523511,324.5138044,345.283764,356.4054634,187.2224752,187.5618343,240.0871193,264.7977591,203.7938333,0.10044600000000001,0.101004,0.10044600000000001,0.10044600000000001,0.079111,59248000.0
39,1981-03-13,18700,2444677.0,352.8260795,88.23635472,325.3638918,346.5300543,357.1860666,187.1014115,187.4879585,240.0800707,264.8057117,203.7710724,0.099888,0.099888,0.09933,0.09933,0.07823200000000001,231302400.0
40,1981-03-16,18703,2444680.0,355.8148204,128.0858198,328.2162616,350.2673361,359.5245433,186.7316904,187.2630688,240.0537058,264.8262093,203.7008332,0.103237,0.104353,0.103237,0.103237,0.081309,37228800.0
41,1981-03-17,18704,2444681.0,356.8098166,140.8821428,329.2578617,351.5125606,0.302887512,186.6065457,187.1871393,240.0431831,264.8319072,203.6767866,0.108259,0.109375,0.108259,0.108259,0.08526399999999999,43747200.0
42,1981-03-18,18705,2444682.0,357.8042017,153.4872634,330.340613,352.7575217,1.080647675,186.4805899,187.1107918,240.0318012,264.8370357,203.6524377,0.114955,0.11607100000000001,0.114955,0.114955,0.090539,36937600.0
43,1981-03-19,18706,2444683.0,358.79799,165.9250073,331.4623363,354.0022264,1.857822099,186.3539109,187.0340684,240.0195679,264.8415968,203.6277981,0.114397,0.114397,0.11383900000000001,0.11383900000000001,0.089659,37811200.0
44,1981-03-20,18707,2444684.0,359.7911977,178.2138972,332.6210749,355.2466833,2.634411072,186.2265988,186.9570127,240.0064928,264.8455942,203.602881,0.114955,0.11607100000000001,0.114955,0.114955,0.090539,14604800.0
45,1981-03-23,18710,2444687.0,2.767505862,214.3555564,336.3027616,358.9786562,4.960676246,185.841773,186.7242952,239.9623209,264.8542455,203.5266036,0.11942,0.12053599999999999,0.11942,0.11942,0.094055,22019200.0
46,1981-03-24,18711,2444688.0,3.758554658,226.2379949,337.5938107,0.222206669,5.734931339,185.7128381,186.6463521,239.9459809,264.8560275,203.5007131,0.11942,0.11942,0.118862,0.118862,0.093615,28156800.0
47,1981-03-25,18712,2444689.0,4.749097047,238.098577,338.9148195,1.465545488,6.508600062,185.5837242,186.5682949,239.9288474,264.8572622,203.4746102,0.117746,0.117746,0.116629,0.116629,0.09185700000000001,7056000.0
48,1981-03-26,18713,2444690.0,5.739141466,249.9910994,340.2648225,2.708674837,7.281677907,185.4545205,186.4901648,239.9109274,264.85795,203.4483048,0.114955,0.114955,0.114397,0.114397,0.090099,12275200.0
49,1981-03-27,18714,2444691.0,6.728693519,261.9813297,341.6429748,3.951594743,8.054158407,185.3253156,186.4120019,239.8922271,264.8580901,203.4218059,0.111049,0.111049,0.110491,0.110491,0.087022,12252800.0
50,1981-03-30,18717,2444694.0,9.694410065,299.3207456,345.9395047,7.679068973,10.36792098,184.9385726,186.1777072,239.8314946,264.8552029,203.3412248,0.110491,0.111607,0.110491,0.110491,0.087022,9900800.0
51,1981-03-31,18718,2444695.0,10.68199295,312.4879389,347.4239151,8.921113182,11.13790391,184.8102407,186.099802,239.8097216,264.8531281,203.3140257,0.110491,0.110491,0.109375,0.109375,0.086143,15993600.0
52,1981-04-01,18719,2444696.0,11.66906895,326.1189516,348.9337642,10.16292046,11.90721921,184.6823472,186.0220582,239.7871924,264.8504925,203.2866688,0.10881700000000001,0.10881700000000001,0.108259,0.108259,0.08526399999999999,34070400.0
53,1981-04-02,18720,2444697.0,12.65562694,340.2324852,350.4687627,11.40448193,12.67584876,184.5549836,185.9445176,239.7639151,264.8472956,203.2591637,0.117746,0.11830399999999999,0.117746,0.117746,0.092736,31404800.0
54,1981-04-03,18721,2444698.0,13.64165476,354.7984781,352.0286944,12.64578996,13.4437938,184.4282456,185.8672261,239.7399015,264.843541,203.2315236,0.11830399999999999,0.118862,0.11830399999999999,0.11830399999999999,0.093176,16486400.0
55,1981-04-06,18724,2444701.0,16.59643121,40.08912362,356.8569118,16.36814087,15.74353832,184.0527924,185.6373583,239.6636251,264.8290233,203.1479822,0.116629,0.116629,0.11607100000000001,0.11607100000000001,0.091418,22803200.0
56,1981-04-07,18725,2444702.0,17.58020688,55.16446036,358.5156847,17.60837925,16.50870829,183.9295612,185.5615759,239.6368531,264.8231337,203.1199927,0.115513,0.115513,0.114955,0.114955,0.090539,10684800.0
57,1981-04-08,18726,2444703.0,18.56337908,69.96045474,0.199204721,18.84832561,17.27314317,183.807443,185.4862886,239.609433,264.8167284,203.0919558,0.12053599999999999,0.121652,0.12053599999999999,0.12053599999999999,0.094934,21952000.0
58,1981-04-09,18727,2444704.0,19.54592982,84.37630363,1.907566458,20.08796371,18.03682426,183.6865189,185.411533,239.5813734,264.8098065,203.0638784,0.122768,0.123326,0.122768,0.122768,0.096692,12499200.0
59,1981-04-10,18728,2444705.0,20.52784412,98.36671936,3.640894315,21.32727907,18.79973358,183.5668644,185.337342,239.5526807,264.8023651,203.0357652,0.12444200000000001,0.125,0.12444200000000001,0.12444200000000001,0.09801,33465600.0
60,1981-04-13,18731,2444708.0,23.46970795,137.9688838,8.992209596,25.0432134,21.08370103,183.2162455,185.1184799,239.4628816,264.7769082,202.9512647,0.12444200000000001,0.125,0.12444200000000001,0.12444200000000001,0.09801,16060800.0
61,1981-04-14,18732,2444709.0,24.44904795,150.5518934,10.82695839,26.28118576,21.8434143,183.1023949,185.0468772,239.4317452,264.7673851,202.9230729,0.12444200000000001,0.125,0.12444200000000001,0.12444200000000001,0.09801,6652800.0
62,1981-04-15,18733,2444710.0,25.42776622,162.9242979,12.68742265,27.51883012,22.60232081,182.9901758,184.9760106,239.4000311,264.7573521,202.8948881,0.118862,0.118862,0.11830399999999999,0.11830399999999999,0.093176,34048000.0
63,1981-04-16,18734,2444711.0,26.40587962,175.1363716,14.57367725,28.7561553,23.36042312,182.8796598,184.9059179,239.3677562,264.7468173,202.8667244,0.11216500000000001,0.11216500000000001,0.111607,0.111607,0.08790099999999999,23878400.0
64,1981-04-20,18738,2444715.0,30.31267659,223.0616334,22.37502302,33.70247586,26.38487535,182.4560126,184.6340318,239.2334026,264.6998328,202.7545704,0.114955,0.115513,0.114955,0.114955,0.090539,35347200.0
65,1981-04-21,18739,2444716.0,31.28806058,234.9328793,24.38786103,34.93836262,27.13901835,182.3550319,184.5683588,239.1985851,264.6869147,202.7267248,0.122768,0.123326,0.122768,0.122768,0.096692,28537600.0
66,1981-04-22,18740,2444717.0,32.26295444,246.8104764,26.42439592,36.17398936,27.89237742,182.2561455,184.5036709,239.1633064,264.67354,202.6989797,0.12723199999999998,0.12779000000000001,0.12723199999999998,0.12723199999999998,0.100208,18995200.0
67,1981-04-23,18741,2444718.0,33.23737288,258.7319239,28.48352828,37.40936208,28.64495189,182.1594096,184.439998,239.1275799,264.6597129,202.6713445,0.13058,0.131138,0.13058,0.13058,0.102845,58016000.0
68,1981-04-24,18742,2444719.0,34.21132825,270.7461715,30.563835,38.64448504,29.39673931,182.0648778,184.3773682,239.0914178,264.6454361,202.6438272,0.13058,0.13058,0.12946400000000002,0.12946400000000002,0.101966,35056000.0
69,1981-04-27,18745,2444722.0,37.1305078,308.0023044,36.9118794,42.3483771,31.64733399,181.7950112,184.1960035,238.9804298,264.599926,202.5620523,0.128906,0.128906,0.128348,0.128348,0.101087,38528000.0
70,1981-04-28,18746,2444723.0,38.1026934,321.0767143,39.05495925,43.58251813,32.39592323,181.7097933,184.1378097,238.9426381,264.5838688,202.5350756,0.126674,0.126674,0.126116,0.126116,0.099329,32188800.0
71,1981-04-29,18747,2444724.0,39.07444782,334.5955807,41.20597521,44.81641417,33.14369682,181.627024,184.0807906,238.9044699,264.567373,202.5082528,0.125,0.125,0.12444200000000001,0.12444200000000001,0.09801,13641600.0
72,1981-04-30,18748,2444725.0,40.04577217,348.5985785,43.36110342,46.05006529,33.8906486,181.5467521,184.0249754,238.8659414,264.5504448,202.4815946,0.126674,0.12779000000000001,0.126674,0.126674,0.099768,12611200.0
73,1981-05-01,18749,2444726.0,41.01666628,3.082840424,45.51603237,47.28347244,34.63677391,181.4690294,183.9703963,238.827073,264.5330942,202.4551156,0.126674,0.12779000000000001,0.126674,0.126674,0.099768,16553600.0
74,1981-05-04,18752,2444729.0,43.92673325,48.52481557,51.93240723,50.98223713,36.87015555,181.2516888,183.8144342,238.7086773,264.4786533,202.3769397,0.126674,0.126674,0.126116,0.126116,0.099329,14448000.0
75,1981-05-05,18753,2444730.0,44.89585048,63.78954064,54.0385919,52.21465957,37.61292917,181.18468,183.7651493,238.6686967,264.459756,202.3513591,0.126116,0.126116,0.125558,0.125558,0.098889,17539200.0
76,1981-05-06,18754,2444731.0,45.86448527,78.80684223,56.12025025,53.44681218,38.35483726,181.1204527,183.7172569,238.6284889,264.4404965,202.3260351,0.122768,0.122768,0.12220999999999999,0.12220999999999999,0.096252,18950400.0
77,1981-05-07,18755,2444732.0,46.83261601,93.440708,58.1726874,54.67867688,39.09586164,181.059032,183.6707724,238.5880652,264.4208759,202.3009705,0.123884,0.12444200000000001,0.123884,0.123884,0.097571,9363200.0
78,1981-05-08,18756,2444733.0,47.80022448,107.6148159,60.19150532,55.91023647,39.83598514,181.000438,183.6257081,238.5474358,264.4008944,202.276167,0.125,0.125558,0.125,0.125,0.09845,7907200.0
79,1981-05-11,18759,2444736.0,50.69984387,147.4091627,66.00805262,59.6029848,42.05084729,180.8418013,183.4991706,238.424441,264.3388157,202.2033634,0.122768,0.122768,0.12220999999999999,0.12220999999999999,0.096252,11939200.0
80,1981-05-12,18760,2444737.0,51.66532852,159.938319,67.85633474,60.83325138,42.78728934,180.7947007,183.45993,238.3831305,264.3174371,202.1796584,0.12220999999999999,0.123884,0.12220999999999999,0.12220999999999999,0.096252,4256000.0
81,1981-05-13,18761,2444738.0,52.63030631,172.2182642,69.65509015,62.06320034,43.52281327,180.7505207,183.4221882,238.3416972,264.295734,202.1562533,0.12220999999999999,0.123326,0.121652,0.121652,0.095813,4905600.0
82,1981-05-14,18762,2444739.0,53.59479495,184.3181054,71.40234829,63.29283971,44.25742502,180.7092793,183.3859637,238.3001622,264.2737187,202.1331604,0.12109400000000001,0.12109400000000001,0.119978,0.119978,0.09449400000000001,4928000.0
83,1981-05-15,18763,2444740.0,54.55881415,196.297856,73.09646042,64.52217873,44.99113147,180.6709929,183.351274,238.2585471,264.251404,202.1103924,0.122768,0.12444200000000001,0.122768,0.122768,0.096692,4905600.0
84,1981-05-18,18766,2444743.0,57.4482661,231.9580024,77.84714599,68.20849103,47.18688848,180.5739957,183.256572,238.133424,264.1827819,202.0441507,0.125,0.126116,0.125,0.125,0.09845,4166400.0
85,1981-05-19,18767,2444744.0,58.41061884,243.8559304,79.31676862,69.43672425,47.91703991,180.5476498,183.2281715,238.0916857,264.1593827,202.0227896,0.123326,0.123326,0.122768,0.122768,0.096692,25424000.0
86,1981-05-20,18768,2444745.0,59.37260648,255.8010803,80.72799254,70.6647022,48.64631488,180.5243073,183.2013722,238.0499599,264.1357349,202.0018008,0.126674,0.12779000000000001,0.126674,0.126674,0.099768,13283200.0
87,1981-05-21,18769,2444746.0,60.33424756,267.8204084,82.08003154,71.89243138,49.37471568,180.5039712,183.1761821,238.0082612,264.1118449,201.9811898,0.133929,0.134487,0.133929,0.133929,0.10548199999999999,32211200.0
88,1981-05-22,18770,2444747.0,61.29555904,279.9473487,83.37209903,73.11991705,50.10224314,180.4866421,183.1526079,237.966603,264.0877181,201.9609608,0.140067,0.141183,0.140067,0.140067,0.11031600000000001,31427200.0
89,1981-05-26,18774,2444751.0,65.13780593,330.5032549,87.92363107,78.0275091,53.00360485,180.4473735,183.074575,237.8006332,263.9889391,201.8839354,0.140067,0.140067,0.139509,0.139509,0.109877,85344000.0
90,1981-05-27,18775,2444752.0,66.09768515,343.9452509,88.90255171,79.25384186,53.72675349,180.445064,183.0591633,237.7593781,263.9637078,201.8656754,0.147321,0.14787899999999998,0.147321,0.147321,0.11603,149497600.0
91,1981-05-28,18776,2444753.0,67.05731574,357.8079832,89.81573164,80.47995978,54.44902528,180.4457606,183.0454079,237.7182533,263.9382811,201.8478296,0.147321,0.14787899999999998,0.147321,0.147321,0.11603,73987200.0
92,1981-05-29,18777,2444754.0,68.01670805,12.1013803,90.66197378,81.70586988,55.17042186,180.4494683,183.0333219,237.6772815,263.9126737,201.8304108,0.14787899999999998,0.14843800000000001,0.14787899999999998,0.14787899999999998,0.116469,59382400.0
93,1981-06-01,18780,2444757.0,70.89350607,56.95783495,92.78637096,85.38240077,57.32936791,180.4787196,183.0072266,237.5555384,263.8349403,201.7808632,0.14787899999999998,0.14843800000000001,0.14787899999999998,0.14787899999999998,0.116469,51251200.0
94,1981-06-02,18781,2444758.0,71.8519625,72.12982518,93.35205126,86.60750101,58.04725295,180.4945156,183.0019504,237.5154236,263.8087746,201.765289,0.141183,0.141183,0.140625,0.140625,0.110756,40432000.0
95,1981-06-03,18782,2444759.0,72.81015304,87.13240257,93.84438639,87.83237258,58.76423468,180.5133187,182.9983881,237.475568,263.782495,201.7501926,0.140625,0.141741,0.140625,0.140625,0.110756,39446400.0
96,1981-06-04,18783,2444760.0,73.76805461,101.8194365,94.26222977,89.05699327,59.48029507,180.5351099,182.9965331,237.435981,263.7561038,201.7355717,0.14341500000000001,0.143973,0.14341500000000001,0.14341500000000001,0.112953,56067200.0
97,1981-06-05,18784,2444761.0,74.7256468,116.0915158,94.60460079,90.28134123,60.19541779,180.5598675,182.9963773,237.3966712,263.7296031,201.7214232,0.141741,0.141741,0.141183,0.141183,0.111195,57680000.0
98,1981-06-08,18787,2444764.0,77.59647506,156.1897865,95.17307922,93.9526016,62.3350767,180.6517359,183.0060512,237.2805319,263.6495087,201.6818225,0.136719,0.136719,0.13616099999999998,0.13616099999999998,0.10724000000000002,93497600.0
99,1981-06-09,18788,2444765.0,78.55277705,168.7661175,95.20964637,95.17573899,63.04639267,180.6881662,183.0126503,237.2424717,263.6226507,201.6695886,0.138951,0.139509,0.138951,0.138951,0.10943699999999999,119593600.0
100,1981-06-10,18789,2444766.0,79.50877715,181.0584754,95.17096266,96.39856725,63.75676537,180.727474,183.0209368,237.2047697,263.595736,201.6578513,0.140625,0.142299,0.140625,0.140625,0.110756,25222400.0
101,1981-06-11,18790,2444767.0,80.46449143,193.1430682,95.05867818,97.62108879,64.46620242,180.7696433,183.030911,237.1674454,263.568779,201.6466189,0.146763,0.147321,0.146763,0.146763,0.11559000000000001,38976000.0
102,1981-06-12,18791,2444768.0,81.41993783,205.0925557,94.8751765,98.84330688,65.17471198,180.8146575,183.0425723,237.1305176,263.541794,201.6358993,0.145647,0.145647,0.14508900000000002,0.14508900000000002,0.114272,25804800.0
103,1981-06-15,18794,2444771.0,84.28486379,240.7342732,93.93366781,102.5081758,67.29475473,180.9665852,183.0876553,237.0222824,263.4607963,201.606881,0.14508900000000002,0.14508900000000002,0.144531,0.144531,0.11383199999999999,143763200.0
104,1981-06-16,18795,2444772.0,85.23943483,252.6994787,93.50607149,103.7292142,67.99963004,181.0227874,183.1060339,236.9871026,263.4338185,201.5982693,0.142299,0.142299,0.141741,0.141741,0.11163499999999998,37251200.0
105,1981-06-17,18796,2444773.0,86.19383715,264.7625335,93.03216125,104.9499644,68.70361173,181.0817316,183.1260765,236.9523928,263.4068655,201.5901918,0.140067,0.140067,0.139509,0.139509,0.109877,27574400.0
106,1981-06-18,18797,2444774.0,87.14809034,276.9483735,92.51958039,106.1704283,69.40670364,181.1433934,183.1477741,236.9181632,263.3799441,201.5826485,0.139509,0.140067,0.138951,0.138951,0.10943699999999999,23049600.0
107,1981-06-19,18798,2444775.0,88.10221353,289.2804225,91.97673275,107.3906072,70.10890857,181.2077474,183.1711164,236.8844229,263.3530596,201.5756383,0.135603,0.135603,0.135045,0.135045,0.10636099999999998,27507200.0
108,1981-06-22,18801,2444778.0,90.96399317,327.418841,90.25919879,111.0494531,72.21022318,181.4167135,183.2509112,236.7862261,263.2726823,201.5577952,0.13058,0.13058,0.130022,0.130022,0.102405,10841600.0
109,1981-06-23,18802,2444779.0,91.91778815,340.6168044,89.68954909,112.2685172,72.90890373,181.4915943,183.2807371,236.7545366,263.2460057,201.5529116,0.13225399999999998,0.13337100000000002,0.13225399999999998,0.13225399999999998,0.104163,15030400.0
110,1981-06-24,18803,2444780.0,92.87155078,354.1108081,89.13774162,113.4873162,73.60671224,181.5690559,183.3121679,236.723391,263.219404,201.5485659,0.130022,0.130022,0.128906,0.128906,0.101526,23027200.0
111,1981-06-25,18804,2444781.0,93.8253007,7.922576151,88.61329642,114.7058582,74.30365415,181.6490831,183.3452019,236.6928064,263.1928915,201.5447652,0.131696,0.13225399999999998,0.131696,0.131696,0.103724,24259200.0
112,1981-06-26,18805,2444782.0,94.77905583,22.05534485,88.12525872,115.9241521,74.99973508,181.7316631,183.3798395,236.6628023,263.1664844,201.5415189,0.131138,0.131138,0.130022,0.130022,0.102405,23788800.0
113,1981-06-29,18808,2444785.0,97.64046102,65.9650417,86.95994572,119.5775906,77.08283661,181.9945843,183.4933706,236.5764661,263.0880605,201.5351955,0.126674,0.126674,0.125558,0.125558,0.098889,10595200.0
114,1981-06-30,18809,2444786.0,98.59430626,80.80362599,86.69385559,120.7949068,77.77547438,182.087222,183.5344019,236.5489624,263.062226,201.5342408,0.116629,0.116629,0.11607100000000001,0.11607100000000001,0.091418,35907200.0
115,1981-07-01,18810,2444787.0,99.54815015,95.53749679,86.49813275,122.0119473,78.46722567,182.1823129,183.5770048,236.5221095,263.0365547,201.5338583,0.115513,0.115513,0.114955,0.114955,0.090539,170464000.0
116,1981-07-02,18811,2444788.0,100.5019711,110.0442277,86.37698851,123.228687,79.15807301,182.2798232,183.6211601,236.4959108,263.0110483,201.5340406,0.114955,0.115513,0.114955,0.114955,0.090539,30284800.0
117,1981-07-06,18815,2444792.0,104.3167163,164.4062648,86.69541306,128.0921836,81.91219628,182.6934094,183.8129612,236.3977732,262.9107703,201.5403278,0.11216500000000001,0.11216500000000001,0.111049,0.111049,0.087462,16531200.0
118,1981-07-07,18816,2444793.0,105.2702488,177.0442195,86.9843484,129.3071146,82.59840018,182.8025522,183.8646435,236.3749559,262.8861894,201.5432927,0.11216500000000001,0.11328099999999999,0.11216500000000001,0.11216500000000001,0.088341,15836800.0
119,1981-07-08,18817,2444794.0,106.2237321,189.3856236,87.3585992,130.5216497,83.28368244,182.9139436,183.9177993,236.3528518,262.8618308,201.5468223,0.116629,0.11718800000000001,0.116629,0.116629,0.09185700000000001,16620800.0
120,1981-07-09,18818,2444795.0,107.177178,201.5007994,87.81825138,131.7357827,83.9680503,183.0275592,183.972419,236.3314736,262.8377079,201.5509205,0.108259,0.108259,0.107701,0.107701,0.084825,32883200.0
121,1981-07-10,18819,2444796.0,108.1306001,213.4647144,88.36310212,132.9495077,84.65151117,183.1433741,184.028492,236.3108328,262.813833,201.5555901,0.099888,0.099888,0.09933,0.09933,0.07823200000000001,55171200.0
